Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of women in senior and middle management positions,Western Asia,275,State of Palestine,2007,Female,-,-,-,18.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,275,State of Palestine,2010,Female,-,-,-,21.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,275,State of Palestine,2001,Female,-,-,-,22.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,275,State of Palestine,2004,Female,-,-,-,20.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,275,State of Palestine,2006,Female,-,-,-,19.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,275,State of Palestine,2011,Female,-,-,-,21.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,275,State of Palestine,2002,Female,-,-,-,19.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,275,State of Palestine,2012,Female,-,-,-,15.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Remarks: These results will be revised once the updated weights issued from the latest Census will be released,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,784,United Arab Emirates,2017,Female,-,-,-,12.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,792,Turkey,2008,Female,-,-,-,19.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,792,Turkey,2007,Female,-,-,-,18,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,792,Turkey,2009,Female,-,-,-,20.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,792,Turkey,2010,Female,-,-,-,18.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,792,Turkey,2006,Female,-,-,-,17.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,792,Turkey,2011,Female,-,-,-,13,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,792,Turkey,2012,Female,-,-,-,14.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,792,Turkey,2013,Female,-,-,-,16.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,792,Turkey,2015,Female,-,-,-,14.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,792,Turkey,2014,Female,-,-,-,15.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,792,Turkey,2016,Female,-,-,-,16.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Western Asia,792,Turkey,2017,Female,-,-,-,17.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,96,Brunei Darussalam,2014,Female,-,-,-,32.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Employment definition: Excluding own-use production workers;Break in series: Methodology revised,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,104,Myanmar,2015,Female,-,-,-,28.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Employment definition: Excluding own-use production workers;Break in series: Methodology revised,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,104,Myanmar,2017,Female,-,-,-,31.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Employment definition: Excluding own-use production workers;Break in series: Methodology revised,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,116,Cambodia,2012,Female,-,-,-,16.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,360,Indonesia,2008,Female,-,-,-,16.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,360,Indonesia,2007,Female,-,-,-,15.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,360,Indonesia,2009,Female,-,-,-,18.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,360,Indonesia,2010,Female,-,-,-,19.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,-,-,-,23.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Employment definition: Excluding own-use production workers;,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,608,Philippines,2008,Female,-,-,-,40.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,608,Philippines,2007,Female,-,-,-,37.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,608,Philippines,2009,Female,-,-,-,40.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,608,Philippines,2010,Female,-,-,-,40.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,608,Philippines,2006,Female,-,-,-,59.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,608,Philippines,2011,Female,-,-,-,40.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,608,Philippines,2012,Female,-,-,-,41.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,608,Philippines,2013,Female,-,-,-,41.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,608,Philippines,2014,Female,-,-,-,41.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,608,Philippines,2017,Female,-,-,-,23.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,704,Viet Nam,2007,Female,-,-,-,16.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,764,Thailand,2010,Female,-,-,-,24.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,764,Thailand,2013,Female,-,-,-,27.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,764,Thailand,2015,Female,-,-,-,29.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,764,Thailand,2014,Female,-,-,-,29.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,South-eastern Asia,764,Thailand,2016,Female,-,-,-,29.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Eastern Asia,496,Mongolia,2008,Female,-,-,-,41.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Noncalendar year;Break in series: Methodology revised,-,-,-,-,-
Proportion of women in senior and middle management positions,Eastern Asia,496,Mongolia,2009,Female,-,-,-,38.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Noncalendar year;,-,-,-,-,-
Proportion of women in senior and middle management positions,Eastern Asia,496,Mongolia,2010,Female,-,-,-,37.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Eastern Asia,496,Mongolia,2011,Female,-,-,-,37.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Eastern Asia,496,Mongolia,2012,Female,-,-,-,38.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Eastern Asia,496,Mongolia,2013,Female,-,-,-,37.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Eastern Asia,496,Mongolia,2015,Female,-,-,-,37.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Eastern Asia,496,Mongolia,2014,Female,-,-,-,34.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-,-,-,-,-,-
